id,# of genres,# of production companies,production countries,number of production countries,Oversea Status,release year,release quarter,# of keywords,# of cast,gender distribution for cast,actor name,# of crew,gender distribution for crew,budget,homepage,imdbid,popularity,runtime,tagline
5543,3,4,"['DE', 'US']",2,0,11,3,3,22,"[(8, 3, 11)]","PatrickDempsey,AshleyJudd,TimBlakeNelson,MekhiPhifer,MattRyan,JeffreyTambor,JohnVentimiglia,PruittTaylorVince,CurtisArmstrong,RobHuebel,AdrianMartinez,NataliaSafran,OctaviaSpencer,EddieMatthews,RobBoltin,JamesDuMont,JosephNemmers,VictorPalacios,RaymondRivera,CrystalKung,TamaraStuparichdelaBarra,JudyDurning",35,"[(15, 2, 18)]",5000000,http://wn.com/Flypaper_%282011_film%29,tt1541160,8.132748,87,Two sets of bank robbers.  One very sticky heist.
5544,3,4,['US'],1,1,06,3,23,48,"[(24, 2, 22)]","JasonStatham,AmySmart,JosePabloCantillo,EfrenRamirez,DwightYoakam,CarlosSanz,RenoWilson,EdiGathegi,GlennHowerton,JayXcala,KeoneYoung,ValarieRaeMiller,YousufAzami,LaurentSchwaar,DavidBrown,DorianKingi,MedAbrous,DanielStevens,WallyLozano,EveLoseth,DavidT,EveLoseth,AllenBloomfield,StephanieMace,ChesterBennington,MichaelMcLafferty,EarlCarroll,BrianSwibel,DonnieSmith,SeanGraham,DanCallahan,NoelGugliemi,DanielVenegas,FrancisCapra,FrankBlake,MikeG,KenMoreno,TroyRobinson,EddiePerez,JustinRiemer,PeterChoi,ElizabethJayneHong,ToshiToda,SamuelWitwer,JaiStefan,JackiR,RickShuster,TedGarcia",73,"[(41, 4, 28)]",12000000,,tt0479884,12.627593,88,"There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one."
5545,1,0,['NA'],0,1,98,3,1,4,"[(2, 1, 1)]","DechenThurman,RachelWeisz,JasonBushman,PaulBlackthorne",2,"[(2, 0, 0)]",0,,tt0243604,0.63482,80,
5546,2,1,['US'],1,1,84,1,9,13,"[(7, 3, 3)]","MichaelCaine,MichelleJohnson,JosephBologna,DemiMoore,ValerieHarper,Jos,LupeGigliotti,MichaelMenaugh,TessyCallado,ZeniPereira,EduardoConde,BettyvonWien,AngeloDeMatos",14,"[(5, 1, 8)]",0,,tt0086973,7.643886,100,She's the hottest thing on the beach. She's also his best friend's daughter!
5547,4,6,"['PL', 'US', 'FR']",3,1,06,3,17,28,"[(5, 13, 10)]","LauraDern,JeremyIrons,JustinTheroux,KarolinaGruszka,KrzysztofMajchrzak,JanHencz,GraceZabriskie,IanAbercrombie,AmandaForeman,PeterJ,HarryDeanStanton,CameronDaddo,NeilDickson,DianeLadd,WilliamH,StanislawKazimierzCybulski,HenrykaCybulski,JuliaOrmond,JordanLadd,KristenKerr,MarySteenburgen,MasuimiMax,RobertCharlesHunter,TerryCrews,NastassjaKinski,LauraHarring,ScottCoffey,NaomiWatts",15,"[(3, 3, 9)]",0,http://www.inlandempirecinema.com/,tt0460829,6.610774,180,A woman in trouble
5548,3,2,['IN'],1,1,16,2,4,6,"[(2, 2, 2)]","ShahidKapoor,AliaBhatt,KareenaKapoor,DiljitDosanjh,SatishKaushik,ManavVij",28,"[(19, 0, 9)]",5980000,,tt4434004,4.195845,149,
5549,4,5,"['US', 'RU']",2,0,11,4,5,15,"[(7, 2, 6)]","EmileHirsch,RachaelTaylor,OliviaThirlby,JoelKinnaman,MaxMinghella,VeronikaOzerova,DatoBakhtadze,YuriyKutsenko,NikolayEfremov,GeorgiyGromov,ArturSmolyaninov,AnnaRoudakova,PyotrFyodorov,IvanGromov,AleksandrChernykh",66,"[(50, 4, 12)]",30000000,http://www.darkesthourmovie.com/,tt1093357,8.127392,89,Survive The Holidays
5550,3,1,['US'],1,0,02,2,1,33,"[(5, 6, 22)]","TimAllen,ReneRusso,PatrickWarburton,BenFoster,ZooeyDeschanel,StanleyTucci,TomSizemore,JohnnyKnoxville,DennisFarina,JackKehler,JaneaneGarofalo,HeavyD,OmarEpps,JasonLee,Sof,MichaelMcShane,SiobhanFallon,LarsArentzHansen,JayRasumny,AndyRichter,DanielLondon,DJQualls,CullenDouglas,FlipSchultz,JonKasdan,IanMarioles,PhilipNolen,DavidKoepp,BarrySonnenfeld,AntoniCorone,KavaStewartson,MarcMacaulay,DeborahSmithFord",6,"[(0, 0, 6)]",40000000,,tt0246464,5.761051,85,They have forty-five minutes to save the world. They need forty-six.
5551,1,3,['US'],1,0,80,1,13,15,"[(5, 4, 6)]","AdrienneBarbeau,JamieLeeCurtis,JanetLeigh,JohnHouseman,TomAtkins,JamesCanning,CharlesCyphers,NancyKyes,TyMitchell,HalHolbrook,JohnF,GeorgeBuckFlower,ReginaWaldon,JimHaynie,DarrowIgus",33,"[(18, 2, 13)]",1000000,http://www.theofficialjohncarpenter.com/the-fog/,tt0080749,9.194572,89,Lock your doors. Bolt your windows. There's something in THE FOG!
5552,3,8,"['PL', 'AE', 'US']",3,1,10,3,6,10,"[(0, 1, 9)]","ColinFarrell,DejanAngelov,Drago,EdHarris,JimSturgess,SaoirseRonan,MarkStrong,AlexandruPotocean,GustafSkarsg,SebastianUrzendowsky",92,"[(73, 8, 11)]",30000000,http://thewaybackthemovie.com/,tt1023114,9.402082,133,Their escape was just the beginning.
5553,4,5,"['CA', 'US']",2,0,04,2,5,8,"[(1, 3, 4)]","GregKinnear,RebeccaRomijn,RobertDeNiro,CameronBright,ZoiePalmer,MunroChambers,AndrewChalmers,MarciaBennett",24,"[(8, 5, 11)]",25000000,,tt0335121,11.271148,102,"When a miracle becomes a nightmare, evil is born."
5554,2,3,['ES'],1,1,15,3,1,17,"[(10, 2, 5)]","OlgaKurylenko,BeniciodelToro,TimRobbins,M,Fe,EldarResidovic,NenadVukelic,SergiL,MortenSuurballe,BenTemple,FrankFeys,IvanBrki,GoranNavojec,AntonioFranic,Slaven,DarkoPeric,ZvonimirOkic",11,"[(7, 0, 4)]",0,,tt3577624,9.786662,106,
5555,3,8,['FR'],1,0,09,1,8,12,"[(6, 1, 5)]","CyrilRaffaelli,DavidBelle,PhilippeTorreton,DanielDuval,JamesDeano,LaFouine,FabriceFeltzinger,PierreMarieMosconi,JohnnyAmaro",40,"[(37, 0, 3)]",15000000,http://www.b13ultimatum-lefilm.com/,tt1247640,9.133996,101,
5556,4,0,['US'],1,0,89,3,3,7,"[(1, 1, 5)]","FredSavage,HowieMandel,DanielStern,MargaretWhitton,RickDucommun,BenSavage,DevinRatray",3,"[(0, 0, 3)]",7000000,,tt0097758,6.256969,102,Some friends can be REAL MONSTERS. And some monsters can be REAL FRIENDS.
5557,3,3,"['IT', 'US']",2,0,97,2,9,5,"[(3, 0, 2)]","MiguelFerrer,JulieEntwisle,DanMonahan,MichaelH,JohnBennes",13,"[(7, 1, 5)]",1000000,,tt0119784,7.146514,93,Never believe what you publish...Never publish what you believe.
5558,3,2,['US'],1,0,13,4,26,52,"[(11, 19, 22)]","JenniferLawrence,JoshHutcherson,LiamHemsworth,WoodyHarrelson,ElizabethBanks,LennyKravitz,PhilipSeymourHoffman,JeffreyWright,StanleyTucci,DonaldSutherland,TobyJones,WillowShields,SamClaflin,LynnCohen,JenaMalone,AmandaPlummer,JackQuaid,TaylorSt,SandraEllisLafferty,PaulaMalcomson,BruceBundy,NelsonAscencio,AfemoOmilami,KimberleyDrummond,DeenaBeasley,LeonLamar,MandyNeuhaus,ErikaBierman,WilburFitzgerald,PatrickSt,JillJaneClements,JamesSutton,AlanRitchson,StephanieLeighSchlund,MetaGolding,MeganHayes,StefDawson,JamesLogan,E,BrunoGunn,MariaHowell,JuddLormand,ElenaSanchez,JohnCasino,MarianGreen,DanielBernhardt,RaviNaidu,FrancoCastan,SarahTurnerHolland,JaredAllman,LauraAvnaim,No",48,"[(31, 6, 11)]",130000000,http://www.thehungergames.movie/,tt1951264,25.309139,146,Every revolution begins with a spark.
5559,2,0,['US'],1,0,85,4,3,16,"[(2, 6, 8)]","StephenGeoffreys,ShereeJ,CameronDye,TimRobbins,LeighMcCloskey,AmandaBearse,MattMcCoy,JohnVernon,NitaTalbot,BarbaraCrampton,KathleenKinmont,MaxWright,JuliePayne,FranklynAjaye,CharlesRocket,BrittEkland",3,"[(0, 2, 1)]",0,,tt0089167,3.90299,94,"Astronomy major Wendell Tvedt has studied galaxies, charted planets and pondered the universe. But in Palm Springs, he'll encounter his first full moon."
5560,1,0,['US'],1,0,13,3,4,7,"[(6, 0, 1)]","LanceArmstrong,BetsyAndreu,FrankieAndreu,ReedAlbergotti,JohanBruyneel,DanielCoyle,MicheleFerrari",2,"[(0, 0, 2)]",0,,tt1638364,3.237965,124,
5561,6,3,"['JP', 'US']",2,0,97,1,14,15,"[(3, 4, 8)]","JohnnyYongBosch,NakiaBurrise,JasonDavidFrank,CatherineSutherland,AmyJoJohnson,SteveCardenas,AustinSt,JasonNarvy,PaulSchrier,BlakeFoster,HilaryShepard,GreggBullock,RichardGenelle,CarlaPerez,EdwinNeal",9,"[(3, 0, 6)]",10000000,,tt0120389,5.436745,99,The Power Is Back!
5562,1,6,['US'],1,0,08,1,7,29,"[(3, 9, 17)]","SeannWilliamScott,PaulRudd,ElizabethBanks,ChristopherMintzPlasse,JaneLynch,KenJeong,AmandaRighetti,JoeLoTruglio,KenMarino,KerriKenneySilver,A,MattWalsh,NicoleRandallJohnson,AllieStamler,CarlyCraig,JessicaMorris,VincentMartella,NateHartley,DavidWain,LouisC,KeeganMichaelKey,ArmenWeitzman,TinaCasciani,NinaHellman,ZaidFarid,JoshuaL,PeterSalett,JormaTaccone",62,"[(33, 10, 19)]",28000000,,tt0430922,7.646215,99,They're about to get more than they plea-bargained for.
5563,2,1,['GB'],1,0,10,4,9,22,"[(9, 3, 10)]","ChristineBottomley,ManjinderVirk,NatalieGavin,GeorgeCostigan,MonicaDolan,NeilDudgeon,JimiMistry,RobertEmms,KateRutter,DannyWebb,MatthewMcNulty,KathrynPogson,JonathanJaynes,LizzieRoper,LiamPrice,RobertHaythorne,ParvaniLingiah,GaryWhitaker,JamieTimlin,KulvinderGhir,MoeyHassan,JoshBrown",1,"[(1, 0, 0)]",0,,tt1623008,0.707297,94,A Documentary Re-Invented
5564,2,4,['US'],1,1,02,2,8,22,"[(16, 2, 4)]","JeremyRenner,BruceDavison,ArtelGreat,MattNewton,DionBasco,KateWilliamson,ChristinaPayano,SeanBlakemore,MickeySwenson,JuliusBranca,PiersonBlaetz,VincentZangari,XavierLawrence,DavidManis,LilyKnight,SteveKeyes,DanielMcInerney,ArchieHoward,DamianForester,ChristopherLouis,BeauClark",16,"[(8, 1, 7)]",250000,,tt0285728,3.66229,101,The mind is a place of its own.
5565,2,2,"['AT', 'CH', 'US']",3,1,95,1,11,27,"[(20, 3, 4)]","EthanHawke,JulieDelpy,AndreaEckert,HannoP,KarlBruckschwaiger,TexRubinowitz,ErniMangold,DominikCastell,HaymonMariaButtinger,HaroldWaiglein,BilgeJeschim,Kurti,HansWeingartner,LieseLyon,PeterIlyHuemer,OttoReiter,HubertFabianKulterer,BrankoAndric,ConstanzeSchweiger,JohnSloss,AlexandraSeibel,GeorgSch,ChristianAnkowitsch,WilbirgReiter,BarbaraKlebel,WolfgangStaribacher,WolfgangGl",12,"[(5, 4, 3)]",2500000,,tt0112471,11.304979,105,Can the greatest romance of your life last only one night?
5566,2,2,['US'],1,0,81,3,6,17,"[(3, 2, 12)]","AlbertFinney,DianeVenora,EdwardJamesOlmos,GregoryHines,TomNoonan,DehlBerti,PeterMichaelGoetz,SamGray,ReginaldVelJohnson,JamesTolkan,DonaldSymington,FrankAdonis,RaymondSerra,RoyBrocksmith,MelWelles",17,"[(8, 1, 8)]",17000000,,tt0083336,2.522474,115,"They can hear a cloud pass overhead, the rhythm of your blood. They can track you by yesterday's shadow. They can tear the scream from your throat."
5567,3,3,['US'],1,0,05,4,3,20,"[(4, 4, 12)]","BalthazarGetty,HenryRollins,NaviRawat,JudahFriedlander,JasonMewes,KristaAllen,JennyWade,JoshZuckerman,CluGulager,EricDane,ChauntaeDavies,DianeAyalaGoldner,SomahHaaland,TylerPatrickJones,EileenRyan,DuaneWhitaker,HannahSchick,GaryJ,MikeJ",65,"[(42, 3, 20)]",0,http://www.feast-movie.com/,tt0426459,7.888988,95,
5568,1,2,"['GB', 'US']",2,1,15,2,4,33,"[(10, 8, 15)]","HelenMirren,RyanReynolds,TatianaMaslany,KatieHolmes,MaxIrons,CharlesDance,DanielBr,TomSchilling,ElizabethMcGovern,AntjeTraue,JonathanPryce,FrancesFisher,MoritzBleibtreu,AllanCorduner,HenryGoodman,OliviaSilhavy,BenMiles,AlmaHasun,JustusvonDohn,LudgerPistor,NinaKunzendorf,CrystalClarke,AnthonyHowell,NellieSchillimg,MilicaBogojevic,ChristianDolezal,RolfSaxon,HarryDitson,StephenGreif,JohnMoraitis,DoronDavidson,MillyThomas,CorneliaIvancan",31,"[(18, 5, 8)]",11000000,http://womaningoldmovie.com/,tt2404425,11.61,120,Justice is priceless.
5569,2,4,['US'],1,1,07,3,27,15,"[(2, 4, 9)]","OmarMetwally,ReeseWitherspoon,JakeGyllenhaal,MoaKhouas,ZinebOukach,IgalNaor,LailaMrabti,DavidFabrizio,J,MerylStreep,PeterSarsgaard,AlanArkin,NajibOudghiri,CraigJohnson,ReymondeAmsallem",36,"[(15, 4, 17)]",27500000,http://www.renditionmovie.com,tt0804522,13.482558,120,What if someone you love...just disappeared?
5570,3,1,['US'],1,1,62,4,10,23,"[(1, 4, 18)]","CarrollBaker,LeeJ,HenryFonda,CarolynJones,KarlMalden,GregoryPeck,GeorgePeppard,RobertPreston,DebbieReynolds,JamesStewart,JohnWayne,SpencerTracy,EliWallach,RichardWidmark,WalterBrennan,RaymondMassey,AgnesMoorehead,ThelmaRitter,RussTamblyn,HarryMorgan,HarryDeanStanton,LeeVanCleef,RodolfoAcosta",15,"[(3, 0, 12)]",15000000,,tt0056085,7.281721,162,It's here! The mightiest adventure ever filmed!
5571,4,4,['US'],1,0,04,4,7,16,"[(4, 1, 11)]","DennisQuaid,TyreseGibson,GiovanniRibisi,MirandaOtto,HughLaurie,JaredPadalecki,TonyCurran,KirkJones,JacobVargas,ScottMichaelCampbell,KevorkMalikyan,PaulDitchfield,MartinHindy,BobBrown,AnthonyBrandonWong,StickyFingaz",120,"[(84, 4, 32)]",45000000,,tt0377062,15.434731,113,"Out of the ashes, hope will rise."
5572,1,3,['ES'],1,0,94,4,6,12,"[(4, 5, 3)]","AnaBel,GeorgesCorraface,Ram,S,BlancaApil,FrancisLorenzo,HelioPedregal,LolesLe,Rasim,G,LauraMa,PatrickGuillemin",11,"[(6, 0, 5)]",0,,tt0110785,1.112376,112,
5573,4,7,['US'],1,1,03,3,7,21,"[(6, 1, 14)]","DwayneJohnson,SeannWilliamScott,RosarioDawson,ChristopherWalken,ErnieReyes,EwenBremner,JonGries,WilliamLucking,StuartF,DennisKeiffer,GarrettWarren,TobyHolguin,StephenBishop,PaulS,ChuckNorman,JamalDuff,JohnDuff,JeffChase,PriceJackson,AnthonyDiazPerez,ArnoldSchwarzenegger",34,"[(19, 2, 13)]",85000000,http://www.therundown.com/,tt0327850,8.304835,104,cut to the chase
5574,3,2,['US'],1,0,80,4,7,12,"[(1, 3, 8)]","ClintEastwood,SondraLocke,GeoffreyLewis,HarryGuardino,RuthGordon,WilliamSmith,MichaelCavanaugh,BarryCorbin,RoyJenson,AlRuscio,AnneRamsey,FatsDomino",3,"[(1, 0, 2)]",0,,tt0080377,6.279562,115,"Faster, funnier and wilder. It'll knock you out."
5575,3,4,['US'],1,1,03,2,6,40,"[(9, 8, 23)]","PaulWalker,TyreseGibson,EvaMendes,ColeHauser,Ludacris,JamesRemar,DevonAoki,ThomBarry,AmauryNolasco,MichaelEaly,JinAuYeung,MarkBooneJunior,MoGallini,JohnCenatiempo,EricEtebari,NealH,EdwardFinlay,TroyBrown,CoreyMichaelEubanks,SammyMaloof,TroyRobinson,JosePerez,SincerelyA,NievecitaDubuque,TequillaHill,BettinaHuffer,PhuongTuyetVo,FeleciaRafield,MateoHerreros,ZacharyL,KerryRossall,MarcMacaulay,CobetteHarper,LimaryAgosto,TonyBolano,TaraCarroll,MarianneM,TamaraJones",105,"[(76, 6, 23)]",76000000,,tt0322259,2.32462,107,How Fast Do You Want It?
5576,5,2,"['HK', 'US']",2,0,91,1,7,66,"[(40, 2, 24)]","PaigeTurco,DavidWarner,MichelanSisti,LeifTilden,KennScott,MarkCaso,KevinClash,ErnieReyes,Fran,ToshishiroObata,RaymondSerra,MarkGinther,KurtBryant,KevinNash,JosephAmodei,SusieEssman,VanillaIce,RobbieRist,BrianTochi,LaurieFaso,AdamCarl,DavidMcCharen,MichaelMcConnohie,FrankWelker,MichaelJaiWhite,NickDeMarinis,KelliRabke,LeeSpencer,GianpaoloBonaca,MarkDoerr,TimParati,JohnE,JonThompson,BillLuhrs,MichaelPressman,RickColella,DeweyWeber,SashaPressman,DavidPressman,ShiekMahmudBey,LisaChess,Earthquake,MarkGrinage,JohnHenryHuffmanIV,EverettFitzgerald,GregorySalata,MakWilson,RaulS,KeithCoulouris,ChrisCox,RichardDivizio,DaleFrye,DannyE,KentEzzell,RonaldW,JohnnyHolbrook,CharlesR,KennyMorrison,CharlesPage,DanielPesina,TerryD,ScottA,JeffreyP,MichaelG,StevenM,CharHeDowning",14,"[(3, 1, 10)]",25000000,,tt0103060,7.994266,88,"Cowabunga, it's the new turtle movie."
5577,2,2,['US'],1,0,13,4,9,20,"[(5, 6, 9)]","MerylStreep,JuliaRoberts,ChrisCooper,EwanMcGregor,MargoMartindale,SamShepard,DermotMulroney,JulianneNicholson,JulietteLewis,AbigailBreslin,BenedictCumberbatch,MistyUpham,WillCoffey,NewellAlexander,JerryStahl,DaleDye,IvanAllen,ArlinMiller,J,MariaGus",14,"[(1, 3, 10)]",25000000,,tt1322269,6.954296,121,Misery loves family
5578,3,2,['US'],1,0,89,2,5,16,"[(1, 6, 9)]","JohnCusack,IoneSkye,JohnMahoney,LiliTaylor,AmyBrooks,PamelaAdlon,JasonGould,LorenDean,JeremyPiven,JohnnyGreen,DonWilson,BebeNeuwirth,EricStoltz,PhilipBakerHall,JoanCusack",13,"[(1, 3, 9)]",0,,tt0098258,6.953646,100,To know Lloyd Dobler is to love him. Diane Court is about to know Lloyd Dobler.
5579,3,4,"['GB', 'IT']",2,1,99,1,9,16,"[(5, 5, 6)]","Cher,JudiDench,JoanPlowright,MaggieSmith,LilyTomlin,BairdWallace,CharlieLucas,MassimoGhini,PaoloSeganti,ClaudioSpadaro,PaulChequer,GiacomoGonnella,AllanCaisterPearce,HermannWeiskopf,RobertoFarnesi,ChrisLarkin",9,"[(3, 0, 6)]",12000000,,tt0120857,3.094893,117,
5580,2,2,['US'],1,0,03,1,4,1,"[(0, 0, 1)]",TupacAmaruShakur,4,"[(4, 0, 0)]",300000,http://www.tupac-resurrection.com/,tt0343121,2.409278,112,In his own words
5581,1,11,"['CA', 'FR', 'IT', 'PT']",4,0,12,2,15,29,"[(11, 6, 12)]","RobertPattinson,JulietteBinoche,SarahGadon,PaulGiamatti,SamanthaMorton,JayBaruchel,KevinDurand,MathieuAmalric,PatriciaMcKenzie,EmilyHampshire,GeorgeTouliatos,AbdulAyoola,JadynWong,DavidSchaap,PhilipNozuka,GouchyBoy,BobBainborough,WarrenChow,RyanKelly,NadeemUmarKhitab,JohnBatkis,SaadSiddiqui,AnnaHardwick,MiltonBarnes,InessaFrantowski,AlbertGomez,JonathanSeinen",57,"[(39, 4, 14)]",20500000,http://cosmopolisthefilm.com,tt1480656,6.087109,109,How far can he go before he goes too far?
5582,4,1,['US'],1,0,98,2,11,10,"[(0, 3, 7)]","MarkWahlberg,LouDiamondPhillips,ChristinaApplegate,ChinaChow,AveryBrooks,AntonioSab,ElliottGould,LainieKazan,BokeemWoodbine,RobinDunne",11,"[(0, 0, 11)]",13000000,,tt0120609,5.975082,91,Nothing's more dangerous than some nice guys... with a little time to kill.
5583,2,2,['US'],1,0,93,2,14,19,"[(4, 6, 9)]","TimothyHutton,AmyMadigan,MichaelRooker,JulieHarris,RobertJoy,KentBroadhurst,BethGrant,RutanyaAlda,TomMardirosian,LarryJohnMeyers,PatrickBrannan,RoyalDano,GlennColerider,ChelseaField,ChristineForrest,JeffMonahan,JeffHowell,RikBillock,DavidEarly",52,"[(36, 1, 15)]",15000000,,tt0106664,13.412785,122,There are very good reasons to be afraid of the dark.
5584,4,3,"['GB', 'US']",2,0,93,3,7,17,"[(2, 3, 12)]","GaryOldman,LenaOlin,AnnabellaSciorra,JulietteLewis,RoyScheider,DavidProval,WillPatton,LarryJoshua,JamesCromwell,WallaceWood,GeneCanfield,WilliamDuffGriffin,PaulButler,TonySirico,MichaelWincott,DennisFarina,RonPerlman",18,"[(8, 4, 6)]",11500000,,tt0107983,9.796318,100,The story of a cop who wanted it bad and got it worse.
5585,2,3,['US'],1,0,95,1,7,6,"[(0, 2, 4)]","PeterFalk,D,JulianneMoore,EllenBurstyn,JanRubes,ErnieSabella",1,"[(0, 0, 1)]",22000000,,tt0114296,3.395867,108,
5586,2,0,['US'],1,0,11,3,7,16,"[(3, 5, 8)]","VeraFarmiga,DonnaMurphy,DagmaraDomi,JohnHawkes,JoshuaLeonard,NinaArianda,TaissaFarmiga,TaylorSchwencke,BoydHolbrook,NorbertLeoButz,BillIrwin,MichaelChernus,EbonMossBachrach,SeanMahon,JackGilpin,MollyHawkey",1,"[(0, 1, 0)]",2000000,http://www.sonyclassics.com/higherground/,tt1562568,1.137468,109,
5587,2,1,['US'],1,1,79,3,0,9,"[(1, 1, 7)]","GeneWilder,HarrisonFord,RamonBieri,ValBisoglio,GeorgeDiCenzo,LeoFuchs,PennyPeyser,WilliamSmith,VincentSchiavelli",18,"[(9, 0, 9)]",9200000,,tt0079180,7.085212,114,
5588,2,12,"['FR', 'US']",2,0,14,4,7,56,"[(10, 13, 33)]","LiamNeeson,ForestWhitaker,MaggieGrace,FamkeJanssen,DougrayScott,SamSpruell,DonHarvey,DylanBruno,LelandOrser,DavidWarshofsky,JonGries,JonnyWeston,AndrewBorba,JudiBeecher,AndrewHoward,ChadDonella,AlSapienza,AlexanderWraith,CedricCirotteau,CatherineDyer,JimmyPalumbo,RobertPralgo,TonyWilliams,AlVicente,ShelleyCaleneBlack,AdamJ,JimmyGonzales,LaurenSivan,CorneliusPeter,KevinFry,KatieMaryGarland,AlexDisdier,MikeDavies,EllenHo,HaleyCraft,StephanieHonor,SteveCoulter,MichaelShikany,RobertBryanDavis,NazarethDairian,TonyDemil,StefanieKleine,JohnnyHarvill,AngieDillard,WallaceLangham,AntonYakovlev,CedricCamus,KarimBenHaddou,VincentParisi,ScottThrun,C,PeteThias,MartinVaughanLewis,AshanteP,AbbeyFerrell,LaurenSivan",100,"[(81, 4, 15)]",48000000,http://www.taken3movie.com/,tt2446042,18.081483,109,It Ends Here
5589,3,9,"['DE', 'JP', 'NZ', 'GB', 'US']",5,0,97,1,10,27,"[(7, 6, 14)]","PenelopeAnnMiller,TomSizemore,LindaHunt,JamesWhitmore,ClaytonRohner,ChiMuoiLo,ThomasRyan,RobertLesser,DianeRobin,LewisVanBergen,ConstanceTowers,FrancisX,AudraLindley,JohnKapelos,TicoWells,MikeBacarella,GeneDavis,JohnDiSanti,DavidProval,JopheryC,DonHarvey,RonaldJoshuaScott,DaveGraubart,SantosMorales,RalphSeymour,MandyIngber,LynAliciaHenderson",87,"[(64, 4, 19)]",60000000,,tt0120004,7.699967,110,The Next Evolution In Terror.
5590,2,0,['US'],1,0,88,3,0,9,"[(1, 4, 4)]","RiverPhoenix,AnnMagnuson,MeredithSalenger,IoneSkye,Louanne,MatthewPerry,PaulKoslo,JasonCourt,JohnnyGalecki",2,"[(0, 0, 2)]",0,,tt0095736,1.355189,90,"He's got 24 hours to convince the one girl he really loves that he's honest, faithful, and fully committed. It's going to be a long night."
5591,3,9,"['ES', 'MX']",2,0,07,3,3,10,"[(7, 3, 0)]","Bel,FernandoCayo,RogerPr,MabelRivera,MontserratCarulla,Andr,GeraldineChaplin,CarmenL",15,"[(12, 0, 3)]",0,,tt0464141,16.213592,105,A tale of love.  A story of horror.
5592,3,1,['US'],1,0,81,4,6,11,"[(0, 4, 7)]","AndyKaufman,BernadettePeters,RandyQuaid,KennethMcMillan,MelanieMayron,ChristopherGuest,RichardB,DickMiller,KathleenFreeman,MaryWoronov,PaulBartel",14,"[(8, 1, 5)]",10000000,,tt0082507,1.08281,79,Meet a modern nuclear family unlike any other.
5593,4,3,"['TH', 'AU']",2,1,05,3,8,10,"[(3, 1, 6)]","TonyJaa,PetchtaiWongkamlao,BongkojKhongmalai,XingJing,NathanJones,JohnnyTr,LateefCrowder,JonFoo,DamiandeMontemas,DavidAsavanond",9,"[(6, 0, 3)]",6000000,,tt0427954,9.005167,108,Vengeance Knows No Mercy
5594,1,2,['US'],1,0,91,3,5,19,"[(8, 3, 8)]","LauraDern,RobertDuvall,DianeLadd,LukasHaas,JohnHeard,KevinConway,RobertJohnBurke,LisaJakub,EvanLockwood,MatthewSutherland,D,DavidE,RobinDaleRobertson,GeneralFermonJuddJr,RichardK,MichaelMott,JamesBinns,GeleneKrug,JeffreySmith",4,"[(2, 1, 1)]",7500000,,tt0102753,3.399684,112,Innocence has never been so seductive.
5595,1,2,['US'],1,0,78,3,19,23,"[(1, 12, 10)]","JohnTravolta,OliviaNewtonJohn,StockardChanning,JeffConaway,DidiConn,BarryPearl,MichaelTucci,KellyWard,JamieDonnelly,DinahManoff,EveArden,EddByrnes,SidCaesar,DodyGoodman,SusanBuckner,EllenTravolta,AnnetteCharles,DennisStewart,JoanBlondell,EddieDeezen,FannieFlagg,LorenzoLamas,FrankieAvalon",20,"[(8, 1, 11)]",6000000,,tt0077631,7.854899,110,Grease is the word
5596,4,8,"['GB', 'US', 'HU']",3,0,06,4,6,15,"[(0, 4, 11)]","EdSpeleers,JeremyIrons,SiennaGuillory,RobertCarlyle,DjimonHounsou,GarrettHedlund,JossStone,RachelWeisz,JohnMalkovich,AlunArmstrong,ChristopherEgan,GaryLewis,SteveSpeirs,CarolineChikezie,RichardRifkin",26,"[(8, 5, 13)]",100000000,http://www.eragonmovie.com/,tt0449010,9.851133,104,"As darkness falls, the last dragon will choose its rider."
5597,1,2,['US'],1,0,82,4,16,12,"[(2, 4, 6)]","JessicaLange,KimStanley,SamShepard,BartBurns,JonathanBanks,BonnieBartlett,DonaldCraig,SarahCunningham,KevinCostner,J,TedKing,CaseyMacGill",14,"[(5, 1, 8)]",0,,tt0083967,2.077869,140,"Her story is shocking, disturbing, compelling... and true."
5598,2,1,['IN'],1,0,08,3,0,5,"[(2, 2, 1)]","HarmanBaweja,PriyankaChopra,BomanIrani,ArchanaPuranSingh,KurushDeboo",2,"[(0, 0, 2)]",20000000,http://www.lovestory2050.com/,tt0490170,0.304988,171,
5599,1,1,['US'],1,1,41,4,3,20,"[(4, 5, 11)]","WalterPidgeon,RoddyMcDowall,DonaldCrisp,AnnaLee,JohnLoder,SaraAllgood,BarryFitzgerald,PatricKnowles,MortonLowry,ArthurShields,AnnTodd,FrederickWorlock,RichardFraser,EvanS,JamesMonks,RhysWilliams,LionelPape,EthelGriffies,MartenLamont",14,"[(5, 1, 8)]",1250000,,tt0033729,9.058578,118,Millions Have Read This Great Novel... Millions more will see an even greater picture!
5600,2,1,['GB'],1,0,81,3,7,8,"[(0, 5, 3)]","MerylStreep,JeremyIrons,JeremyIrons,HiltonMcRae,EmilyMorgan,CharlotteMitchell,LynseyBaxter,PenelopeWilton",7,"[(1, 0, 6)]",0,,tt0082416,3.122717,124,She was lost from the moment she saw him.
